Home ID,consumo_kwh,cantidad_personas,cantidad_equipos,temperatura_exterior,uso_horario_pico,IEE,categoria
490,368.39,2,10,15.855111111111112,False,37.14756971379885,Ineficiente
119,289.74,3,10,14.671134020618556,False,73.36549085526049,Moderado
115,342.69,1,10,14.769953051643192,False,21.6645321298067,Ineficiente
176,337.31,2,10,14.858454106280192,False,48.67392410984831,Ineficiente
374,322.76,4,10,14.792156862745095,False,65.8496487094847,Moderado
182,322.21,3,10,13.131979695431472,False,62.11367347204091,Moderado
145,326.22,2,10,13.761881188118812,False,52.786770643059,Moderado
370,284.39,1,10,14.583589743589744,False,47.54124229509518,Ineficiente
391,300.83,3,10,13.154000000000002,False,69.52247715708049,Moderado
196,272.91,3,10,16.002392344497608,False,79.19758468216489,Moderado
405,251.13,5,10,17.198395721925134,False,91.63323249419051,Eficiente
276,308.95,4,10,15.62463768115942,False,70.46721619785072,Moderado
455,391.5,1,10,15.659016393442624,False,0.0,Ineficiente
142,292.46,5,10,14.215463917525774,False,78.1156487892017,Moderado
366,281.56,1,10,16.72099447513812,False,48.797350181334735,Ineficiente
68,299.95,2,10,15.713145539906105,False,62.5292844778151,Moderado
211,281.8,3,10,15.256218905472636,False,76.11693619011616,Moderado
169,307.51,5,10,15.306091370558375,False,73.19332518019898,Moderado
494,301.17,2,10,15.184878048780488,False,62.07683427307956,Moderado
376,301.17,1,10,14.68936170212766,False,40.093365853010425,Ineficiente
401,344.21,3,10,14.811627906976744,False,54.49002141072796,Moderado
273,351.29,4,10,14.186160714285714,False,56.310242450029,Moderado
110,330.57,4,10,13.613488372093023,False,63.238265502812816,Moderado
249,291.45,5,10,15.063451776649746,False,78.44598412774606,Moderado
146,301.99,5,10,13.648704663212436,False,74.99872227798603,Moderado
93,278.23,4,10,15.123958333333334,False,80.73887972012477,Eficiente
153,316.46,3,10,13.494949494949497,False,64.1062188971568,Moderado
368,340.54,2,10,15.412987012987012,False,47.47604364976979,Ineficiente
468,267.65,2,10,15.609782608695651,False,74.50808907860011,Moderado
84,325.73,3,10,13.346938775510203,False,60.893889142230826,Moderado
246,302.82,3,10,16.025247524752476,False,68.8328831751708,Moderado
166,304.1,5,10,15.255023923444975,False,74.30861577865076,Moderado
164,318.62,5,10,16.230622009569377,False,69.55963645621094,Moderado
200,282.34,1,10,15.335897435897436,False,48.451143767459534,Ineficiente
229,308.88,5,10,15.284,False,72.7452465526685,Moderado
75,268.95,1,10,14.446464646464648,False,54.39435387231737,Moderado
479,326.14,2,10,15.866037735849057,False,52.816439508943304,Moderado
359,286.55,1,10,14.508333333333333,False,46.58251684128689,Ineficiente
251,245.02,5,10,15.51564245810056,False,93.63159776003812,Eficiente
120,278.05,2,10,15.500558659217877,False,70.65113651364146,Moderado
311,276.33,5,10,14.83777777777778,False,83.39120226516273,Eficiente
300,285.31,5,10,14.67156862745098,False,80.45416133434252,Eficiente
256,338.67,1,10,14.992682926829268,False,23.44882672439434,Ineficiente
355,302.49,5,10,14.901913875598089,False,74.83518993217197,Moderado
400,301.57,4,10,13.924537037037036,False,72.93482286433452,Moderado
226,296.7,5,10,14.067032967032969,False,76.7288944966986,Moderado
354,271.77,2,10,14.21957671957672,False,72.9801424855588,Moderado
235,343.42,2,10,15.850467289719626,False,46.407964477935096,Ineficiente
383,301.47,1,10,15.491414141414142,False,39.96020953998149,Ineficiente
275,310.98,4,10,13.128909952606634,False,69.7884571825442,Moderado
37,295.45,5,10,14.580208333333331,False,77.1377253612337,Moderado
197,305.56,2,10,15.152912621359222,False,60.448755257678755,Moderado
140,270.14,3,10,13.597297297297295,False,80.15747178261203,Eficiente
365,254.92,3,10,14.458888888888888,False,85.431652890484,Eficiente
245,304.57,5,10,13.84739336492891,False,74.15489537358556,Moderado
440,312.67,3,10,14.062189054726367,False,65.41956622953751,Moderado
287,252.75,2,10,15.317894736842106,False,80.03391534955045,Eficiente
60,301.14,5,10,17.050485436893204,False,75.27672726586991,Moderado
112,295.01,2,10,15.843455497382198,False,64.36133694617045,Moderado
90,239.84,1,10,16.410843373493975,False,67.3149547798911,Moderado
437,296.88,1,10,15.546236559139784,False,41.997501129324114,Ineficiente
7,312.81,3,10,16.121800947867296,False,65.37105208005643,Moderado
361,264.24,5,10,15.997837837837835,False,87.3454143869463,Eficiente
347,238.76,3,10,13.527388535031848,False,91.0315718591575,Eficiente
339,309.98,1,10,15.672906403940884,False,36.183008793727545,Ineficiente
159,281.59,3,10,14.690395480225988,False,76.1897074143378,Moderado
151,358.71,4,10,14.286697247706424,False,53.82926122166726,Moderado
178,327.91,2,10,15.596713615023472,False,52.16001585125321,Moderado
394,318.64,1,10,14.840444444444444,False,32.33922989095915,Ineficiente
185,251.22,1,10,15.395375722543353,False,62.26389197232706,Moderado
450,301.52,3,10,14.422680412371134,False,69.28337170606657,Moderado
11,244.4,4,10,14.213333333333336,False,92.05041542841028,Eficiente
381,258.76,5,10,16.534871794871794,False,89.13772889706821,Eficiente
104,298.84,3,10,15.628125,False,70.21207113899017,Moderado
82,323.05,3,10,14.961538461538462,False,61.82258857515441,Moderado
39,284.63,3,10,14.26271186440678,False,75.13625731132001,Moderado
315,314.87,1,10,14.09626168224299,False,34.01256089135602,Ineficiente
168,287.21,4,10,15.11938775510204,False,77.73629057852254,Moderado
470,304.8,3,10,15.263366336633664,False,68.14675448965264,Moderado
297,297.95,2,10,14.30273224043716,False,63.271006124922536,Moderado
475,336.96,5,10,15.139150943396226,False,63.56127001175184,Moderado
199,317.17,3,10,14.683255813953489,False,63.86018285335986,Moderado
298,296.26,3,10,15.077403846153846,False,71.10611760799867,Moderado
417,268.53,1,10,14.15766871165644,False,54.58077271055788,Moderado
147,311.2,2,10,15.99,False,58.35710021283581,Moderado
393,280.86,5,10,15.32865168539326,False,81.90959921208749,Eficiente
148,286.1,2,10,15.214356435643566,False,67.66570688403404,Moderado
448,267.29,2,10,15.839790575916233,False,74.64159897507943,Moderado
288,289.55,2,10,15.370935960591131,False,66.38623704277373,Moderado
124,279.86,4,10,13.440201005025123,False,80.19386632359785,Eficiente
369,350.4,2,10,15.165610859728506,False,43.81935592953018,Ineficiente
97,308.81,4,10,15.397115384615384,False,70.51402716442358,Moderado
144,322.23,4,10,14.721393034825873,False,66.02686165436766,Moderado
240,293.93,5,10,16.542857142857144,False,77.6348636925084,Moderado
443,305.06,5,10,13.9719806763285,False,73.99463367468779,Moderado
98,291.4,3,10,15.171291866028708,False,72.79025165427053,Moderado
408,311.41,5,10,13.275647668393782,False,71.91777288284943,Moderado
123,294.87,5,10,13.58217821782178,False,77.32742288237799,Moderado
184,288.77,2,10,14.524757281553397,False,66.67550848514564,Moderado
203,325.5,5,10,16.496482412060303,False,67.3094313778097,Moderado
247,288.38,1,10,15.239800995024874,False,45.770263331810426,Ineficiente
306,336.61,2,10,14.65294117647059,False,48.933526686335895,Ineficiente
299,297.12,1,10,14.221827411167512,False,41.89097607890096,Ineficiente
352,338.25,3,10,15.961682242990657,False,56.55533806006547,Moderado
387,331.1,5,10,15.62488262910798,False,65.47786910469242,Moderado
396,274.55,5,10,14.495897435897437,False,83.97337741626072,Eficiente
285,285.96,2,10,15.073076923076924,False,67.71762739933158,Moderado
126,300.77,2,10,13.6,False,62.22517860250105,Moderado
303,305.81,4,10,15.55,False,71.51711930527067,Moderado
224,298.24,2,10,14.73069306930693,False,63.16345648609194,Moderado
419,285.25,3,10,16.631351351351352,False,74.92140893504664,Moderado
220,245.97,2,10,15.644318181818182,False,82.54835173324464,Eficiente
130,300.01,3,10,14.804232804232804,False,69.80663146118397,Moderado
421,305.04,3,10,16.7765,False,68.06358737625649,Moderado
290,372.72,2,10,15.841630901287552,False,35.541742347811244,Ineficiente
445,305.82,1,10,15.927184466019416,False,38.02944300106204,Ineficiente
377,308.17,1,10,13.92233009708738,False,36.986385215668754,Ineficiente
292,223.64,1,10,14.818285714285713,False,74.50539568345324,Moderado
356,272.43,1,10,15.213440860215051,False,52.849740641181796,Moderado
295,283.48,2,10,15.746938775510204,False,68.63736224174478,Moderado
397,288.13,1,10,16.00802139037433,False,45.8812269260012,Ineficiente
341,337.5,3,10,12.758558558558558,False,56.815235289428415,Moderado
113,325.06,5,10,15.88980582524272,False,67.45333984212606,Moderado
180,319.45,1,10,14.266990291262136,False,31.979707845781046,Ineficiente
308,315.44,2,10,15.222535211267608,False,56.784650320968055,Moderado
433,322.29,5,10,14.528095238095238,False,68.35930903793586,Moderado
488,277.4,4,10,15.923076923076923,False,81.01640187909247,Eficiente
482,313.93,5,10,14.016097560975613,False,71.09356985994665,Moderado
423,375.8,2,10,15.82,False,34.3994910112658,Ineficiente
234,286.57,5,10,16.224742268041236,False,80.04205982289112,Eficiente
312,252.38,4,10,14.071739130434782,False,89.38219033375707,Eficiente
165,239.02,3,10,15.076744186046511,False,90.94147415297834,Eficiente
137,306.58,3,10,13.4,False,67.52993173196461,Moderado
198,250.44,1,10,14.179651162790698,False,62.610098386202274,Moderado
259,302.14,5,10,15.665686274509804,False,74.94966257424181,Moderado
233,262.72,1,10,14.377348066298344,False,57.15956663955144,Moderado
116,283.45,2,10,15.39095744680851,False,68.6484880664514,Moderado
121,319.83,3,10,15.23451776649746,False,62.938414013219315,Moderado
350,274.16,5,10,14.516062176165804,False,84.10093264599567,Eficiente
225,325.4,4,10,14.597101449275362,False,64.96692762553928,Moderado
403,299.97,1,10,13.905970149253733,False,40.62599110512613,Ineficiente
398,279.96,2,10,15.818279569892471,False,69.94279234065388,Moderado
128,300.26,4,10,15.198104265402844,False,73.37283976583775,Moderado
286,308.71,5,10,14.975714285714286,False,72.80084755024528,Moderado
412,334.09,4,10,15.149289099526069,False,62.061304057552256,Moderado
108,291.94,1,10,16.489637305699482,False,44.190141750533805,Ineficiente
371,312.18,1,10,15.885858585858584,False,35.206529164848746,Ineficiente
326,315.31,2,10,13.480188679245284,False,56.83286222803004,Moderado
134,290.24,1,10,16.2031914893617,False,44.94469419103106,Ineficiente
453,265.93,5,10,13.636686390532544,False,86.79267505809483,Eficiente
45,353.58,1,10,17.028110599078342,False,16.83095796685659,Ineficiente
461,278.59,4,10,16.39512195121951,False,80.61850866322314,Eficiente
66,296.63,4,10,14.12807881773399,False,74.5865812562627,Moderado
284,312.59,5,10,14.36788990825688,False,71.53183654672831,Moderado
86,308.43,5,10,17.384821428571428,False,72.89242566390114,Moderado
243,277.72,5,10,13.822842639593908,False,82.93658234379969,Eficiente
187,319.56,3,10,15.681105990783411,False,63.03197701578996,Moderado
384,264.65,5,10,13.947619047619048,False,87.2113178633788,Eficiente
160,292.81,3,10,15.1575,False,72.3016448630682,Moderado
13,314.83,5,10,15.084924623115578,False,70.79921163748139,Moderado
36,269.09,1,10,13.951832460732986,False,54.332214259570556,Moderado
29,278.67,4,10,17.0994708994709,False,80.59175953946719,Eficiente
171,272.3,1,10,13.957954545454545,False,52.907441710160995,Moderado
143,375.3,3,10,14.984513274336283,False,43.71641492953617,Ineficiente
399,292.71,3,10,15.678125,False,72.33629782698327,Moderado
343,289.44,4,10,15.490217391304348,False,76.9906587538262,Moderado
222,312.24,4,10,14.654460093896716,False,69.36715848338844,Moderado
96,280.6,2,10,14.302673796791444,False,69.70544141357948,Moderado
52,301.9,3,10,13.95962441314554,False,69.15169044318937,Moderado
241,283.03,2,10,13.766315789473683,False,68.80424961234397,Moderado
485,328.72,1,10,15.947511312217197,False,27.865177773187135,Ineficiente
379,369.95,5,10,14.385398230088494,False,52.77140583494124,Moderado
179,336.07,1,10,15.257345971563982,False,24.6028481039784,Ineficiente
42,283.32,3,10,15.615270935960591,False,75.59021113860729,Moderado
499,317.23,3,10,15.311904761904762,False,63.83939107501082,Moderado
422,305.72,1,10,16.29378238341969,False,38.07382843873833,Ineficiente
207,269.46,2,10,14.190760869565215,False,73.83683098796787,Moderado
283,266.4,4,10,14.429834254143648,False,84.69440639553174,Eficiente
255,281.37,5,10,15.948979591836734,False,81.74279621935716,Eficiente
413,347.76,1,10,15.168949771689498,False,19.414190439617805,Ineficiente
5,297.07,1,10,13.954106280193235,False,41.913168797739125,Ineficiente
257,326.6,4,10,15.65625,False,64.56569076920043,Moderado
449,302.86,2,10,14.88019801980198,False,61.45007948127379,Moderado
101,277.44,5,10,14.727083333333333,False,83.02816045745554,Eficiente
227,288.43,5,10,14.65979381443299,False,79.43371949646287,Moderado
430,314.11,1,10,14.760098522167487,False,34.349890217695965,Ineficiente
214,255.53,2,10,14.967567567567569,False,79.00292226007113,Moderado
172,281.72,2,10,14.45076923076923,False,69.29007729119931,Moderado
99,300.92,1,10,15.262702702702702,False,40.2043294472012,Ineficiente
293,278.44,5,10,15.65111111111111,False,82.70109576582747,Eficiente
216,317.14,4,10,15.684771573604062,False,67.72877465333822,Moderado
62,294.38,1,10,14.210526315789474,False,43.107137071231854,Ineficiente
48,327.29,1,10,14.68578431372549,False,28.499889531958367,Ineficiente
33,250.88,4,10,15.33777777777778,False,89.8837364041806,Eficiente
268,322.86,2,10,15.908121827411168,False,54.032863010199485,Moderado
328,263.95,1,10,16.98031914893617,False,56.61362575613285,Moderado
201,332.07,1,10,16.500454545454545,False,26.378265611030777,Ineficiente
447,307.12,2,10,15.033838383838384,False,59.87021237293496,Moderado
28,266.03,5,10,14.0625,False,86.75996858893203,Eficiente
425,372.84,2,10,14.222608695652172,False,35.49723904898482,Ineficiente
231,275.47,1,10,13.925628140703516,False,51.50042333582198,Moderado
261,353.61,3,10,15.46137339055794,False,51.23264280271243,Moderado
289,323.2,5,10,14.18142857142857,False,68.0616801685543,Moderado
163,347.73,2,10,16.05135135135135,False,44.809554328418585,Ineficiente
426,288.37,3,10,14.807329842931937,False,73.84023646089682,Moderado
139,293.61,2,10,15.845544554455447,False,64.88054209914564,Moderado
63,272.63,3,10,15.630456852791877,False,79.29461298112707,Moderado
136,316.45,1,10,13.41542288557214,False,33.31127097607033,Ineficiente
129,301.52,5,10,13.44264705882353,False,75.15244268305122,Moderado
477,252.99,3,10,14.043820224719102,False,86.10045509404462,Eficiente
9,310.69,5,10,13.65,False,72.15325946082167,Moderado
327,353.72,3,10,13.745569620253164,False,51.19452454240586,Moderado
464,254.21,3,10,13.172307692307692,False,85.67768893428091,Eficiente
65,317.35,3,10,16.089320388349513,False,63.79780751831275,Moderado
301,266.96,3,10,14.309659090909092,False,81.25943603511091,Eficiente
15,283.85,5,10,14.525842696629214,False,80.9316757841195,Eficiente
157,273.11,1,10,13.882065217391306,False,52.54791966498289,Moderado
41,307.47,3,10,14.987562189054726,False,67.22152035312057,Moderado
380,248.18,1,10,17.203208556149733,False,63.61320927768686,Moderado
469,294.42,3,10,15.22910052910053,False,71.74373214403575,Moderado
404,276.16,1,10,15.003389830508477,False,51.19416381585544,Moderado
217,346.35,1,10,14.36111111111111,False,20.040025110853758,Ineficiente
280,303.42,3,10,16.025592417061613,False,68.62496539168045,Moderado
435,298.24,4,10,15.218721461187217,False,74.04825514067478,Moderado
431,287.97,3,10,15.43451776649746,False,73.97884831655703,Moderado
338,282.08,5,10,14.97005347593583,False,81.51058028830123,Eficiente
237,295.0,1,10,14.86338028169014,False,42.83194735763873,Ineficiente
208,282.96,3,10,15.916666666666666,False,75.7149618087015,Moderado
213,318.6,1,10,14.490821256038648,False,32.35698406602967,Ineficiente
296,291.33,3,10,14.253960396039606,False,72.81450872901107,Moderado
458,283.32,1,10,14.3921875,False,48.01616647823169,Ineficiente
252,272.47,3,10,15.135326086956525,False,79.35005772339116,Moderado
489,313.74,1,10,15.533333333333331,False,34.514116337098315,Ineficiente
487,312.67,5,10,12.645365853658538,False,71.50567137139805,Moderado
304,281.09,3,10,14.532460732984292,False,76.3629722339131,Moderado
351,297.33,4,10,16.7,False,74.3525264233984,Moderado
270,303.45,2,10,14.232692307692307,False,61.2312715953771,Moderado
202,251.03,2,10,14.24157894736842,False,80.67179596606285,Eficiente
162,296.87,1,10,13.993532338308457,False,42.00193967309174,Ineficiente
44,272.21,1,10,13.875520833333333,False,52.94738860406969,Moderado
218,301.79,4,10,14.65609756097561,False,72.86126277400572,Moderado
402,309.37,1,10,14.651832460732985,False,36.45375996355304,Ineficiente
191,281.82,1,10,15.987765957446808,False,48.68194804337633,Ineficiente
310,311.28,5,10,16.42112676056338,False,71.9602912927611,Moderado
260,352.41,5,10,16.542727272727273,False,58.50812052609788,Moderado
106,287.7,2,10,15.373039215686276,False,67.07232956634812,Moderado
54,290.6,4,10,15.132994923857868,False,76.60279645936532,Moderado
390,298.14,4,10,16.39154929577465,False,74.08169154536968,Moderado
2,311.52,3,10,15.357894736842104,False,65.8180753145607,Moderado
442,298.69,5,10,15.53970588235294,False,76.0780357603587,Moderado
483,319.48,5,10,15.830622009569378,False,69.27836082141077,Moderado
50,320.82,1,10,13.56281407035176,False,31.371627349615604,Ineficiente
420,312.8,1,10,13.931400966183576,False,34.931339451255624,Ineficiente
81,288.69,3,10,14.630582524271846,False,73.72934697636863,Moderado
206,320.83,1,10,13.774038461538462,False,31.367188805847977,Ineficiente
35,314.41,4,10,14.952879581151832,False,68.64158850150905,Moderado
264,327.56,5,10,14.35175879396985,False,66.63567811305585,Moderado
428,301.27,2,10,14.097607655502392,False,62.0397481907242,Moderado
367,281.68,4,10,12.742541436464087,False,79.58532375815064,Moderado
92,317.56,3,10,14.396517412935324,False,63.72503629409114,Moderado
340,275.01,1,10,15.991256830601094,False,51.70459634913301,Moderado
474,283.44,4,10,15.228205128205127,False,78.99684303552034,Moderado
53,257.83,1,10,13.157386363636364,False,59.33001454192299,Moderado
346,280.89,5,10,14.977659574468086,False,81.89978727133867,Eficiente
265,261.02,5,10,15.001063829787231,False,88.39856269398874,Eficiente
242,265.57,4,10,14.910526315789474,False,84.97192855449941,Eficiente
14,282.05,1,10,13.185641025641024,False,48.57986153672081,Ineficiente
316,286.92,4,10,14.157920792079208,False,77.83325615213774,Moderado
89,270.44,5,10,15.491764705882352,False,85.31761329885215,Eficiente
388,321.28,2,10,15.782914572864325,False,54.61882311141437,Moderado
274,329.76,2,10,16.329145728643216,False,51.47392332767886,Moderado
167,300.97,5,10,14.806598984771574,False,75.33232826344667,Moderado
329,328.73,1,10,14.844907407407408,False,27.860739229419508,Ineficiente
493,298.54,3,10,15.771502590673576,False,70.31603003073532,Moderado
135,247.9,4,10,13.868333333333334,False,90.88014126408869,Eficiente
307,289.26,5,10,13.673232323232323,False,79.16225580241158,Moderado
481,341.41,2,10,15.661428571428573,False,47.153394733278056,Ineficiente
320,287.47,3,10,17.7921568627451,False,74.15211313613233,Moderado
244,264.71,5,10,15.77,False,87.1916939818811,Eficiente
55,296.55,4,10,15.473366834170854,False,74.61333038001862,Moderado
364,269.86,2,10,14.719075144508672,False,73.68848665854638,Moderado
51,307.74,3,10,15.565217391304348,False,67.12795735054992,Moderado
457,300.17,4,10,14.041968911917095,False,73.40293253006315,Moderado
175,270.51,4,10,13.672625698324024,False,83.32017016257124,Eficiente
446,310.98,4,10,14.690865384615384,False,69.7884571825442,Moderado
190,293.87,3,10,16.01866028708134,False,71.93432344556857,Moderado
497,340.5,5,10,14.775675675675677,False,62.40346100338841,Moderado
188,329.62,5,10,15.492964824120602,False,65.96192484830199,Moderado
170,340.96,5,10,15.374509803921567,False,62.253011245239485,Moderado
59,297.25,5,10,14.2585,False,76.54900891630315,Moderado
49,297.86,2,10,14.353403141361255,False,63.30438359904236,Moderado
345,353.11,1,10,15.672645739910314,False,17.03956952393524,Ineficiente
236,357.42,3,10,14.341176470588236,False,49.91236487754869,Ineficiente
253,258.46,1,10,15.783157894736844,False,59.05038628456225,Moderado
22,303.5,1,10,16.71014492753623,False,39.05918515515242,Ineficiente
314,273.24,4,10,14.305405405405406,False,82.40735631440039,Eficiente
460,309.14,5,10,15.586,False,72.66020973284522,Moderado
161,348.5,2,10,14.307441860465117,False,44.523991494282235,Ineficiente
277,302.55,4,10,17.13641304347826,False,72.60714609832448,Moderado
444,276.93,5,10,14.891666666666666,False,83.19496345018587,Eficiente
192,296.83,3,10,15.726237623762376,False,70.90859571368284,Moderado
386,297.01,2,10,13.758620689655173,False,63.61961529906303,Moderado
294,304.44,3,10,15.37826086956522,False,68.27150515974687,Moderado
414,310.01,2,10,16.331500000000002,False,58.79842459286473,Moderado
344,303.9,2,10,15.781218274111676,False,61.06438422477793,Moderado
258,286.41,1,10,14.8735,False,46.644656454033715,Ineficiente
309,251.42,2,10,12.980606060606062,False,80.5271602448769,Eficiente
150,341.89,5,10,14.63425925925926,False,61.94884108202536,Moderado
131,317.64,4,10,14.6725,False,67.56159262986371,Moderado
152,351.59,5,10,13.561214953271028,False,58.77631357323292,Moderado
360,321.47,2,10,16.240277777777777,False,54.54835955493914,Moderado
100,312.26,2,10,14.285365853658536,False,57.963987739868884,Moderado
373,352.11,2,10,15.694690265486726,False,43.18518392125332,Ineficiente
88,307.46,4,10,15.518691588785046,False,70.96541862780478,Moderado
459,262.04,4,10,17.027513227513225,False,86.15223364022947,Eficiente
331,309.94,2,10,15.402898550724638,False,58.82438485051349,Moderado
215,272.52,5,10,14.91958762886598,False,84.63731874026574,Eficiente
467,287.16,2,10,15.3,False,67.2725944110671,Moderado
122,322.66,5,10,15.023766816143498,False,68.23829510203345,Moderado
500,275.72,4,10,13.653254437869824,False,81.5781334779668,Eficiente
21,300.53,5,10,15.157075471698114,False,75.47623672776304,Moderado
189,291.16,3,10,14.617821782178218,False,72.87341876766666,Moderado
72,288.52,3,10,17.954143646408838,False,73.78825701502423,Moderado
107,261.67,4,10,15.069430051813471,False,86.27594833760061,Eficiente
271,313.02,5,10,14.92657004830918,False,71.39119872932822,Moderado
349,293.22,5,10,16.0385,False,77.86707962356434,Moderado
436,310.65,5,10,16.473039215686274,False,72.1663420484868,Moderado
103,356.44,5,10,15.703004291845494,False,57.1900498188367,Moderado
