Home ID,consumo_kwh,cantidad_personas,cantidad_equipos,temperatura_exterior,uso_horario_pico
117,288.86,1,10,15.120707070707072,False
46,296.91,5,10,13.178109452736319,False
17,314.85,1,10,13.140487804878049,False
463,285.25,4,10,14.791625615763547,False
358,274.28,3,10,13.90994764397906,False
4,262.56,5,10,13.543333333333335,False
219,300.03,4,10,13.620418848167539,False
406,256.43,5,10,16.875280898876404,False
61,367.86,3,10,14.768995633187773,False
111,324.81,5,10,16.49423076923077,False
319,326.77,2,10,15.073611111111111,False
429,291.42,1,10,15.264583333333334,False
30,275.02,2,10,15.505882352941176,False
438,268.13,2,10,15.808080808080808,False
472,307.63,5,10,14.513824884792626,False
27,296.74,1,10,14.56933962264151,False
8,301.21,1,10,14.687064676616915,False
454,348.86,2,10,14.745089285714286,False
109,274.9,2,10,16.8,False
38,270.86,1,10,14.066995073891626,False
158,276.98,3,10,15.632620320855615,False
490,368.39,2,10,15.855111111111112,False
119,289.74,3,10,14.671134020618556,False
115,342.69,1,10,14.769953051643192,False
176,337.31,2,10,14.858454106280192,False
374,322.76,4,10,14.792156862745097,False
182,322.21,3,10,13.131979695431472,False
145,326.22,2,10,13.761881188118812,False
370,284.39,1,10,14.583589743589744,False
391,300.83,3,10,13.154000000000002,False
196,272.91,3,10,16.002392344497608,False
405,251.13,5,10,17.198395721925134,False
276,308.95,4,10,15.62463768115942,False
455,391.5,1,10,15.659016393442624,False
142,292.46,5,10,14.215463917525774,False
366,281.56,1,10,16.72099447513812,False
68,299.95,2,10,15.713145539906103,False
211,281.8,3,10,15.256218905472636,False
169,307.51,5,10,15.306091370558377,False
494,301.17,2,10,15.184878048780488,False
376,301.17,1,10,14.689361702127659,False
401,344.21,3,10,14.811627906976744,False
273,351.29,4,10,14.186160714285714,False
110,330.57,4,10,13.613488372093023,False
249,291.45,5,10,15.063451776649746,False
146,301.99,5,10,13.648704663212435,False
93,278.23,4,10,15.123958333333334,False
153,316.46,3,10,13.494949494949495,False
368,340.54,2,10,15.412987012987013,False
468,267.65,2,10,15.609782608695651,False
84,325.73,3,10,13.346938775510203,False
246,302.82,3,10,16.025247524752476,False
166,304.1,5,10,15.255023923444977,False
164,318.62,5,10,16.230622009569377,False
200,282.34,1,10,15.335897435897436,False
229,308.88,5,10,15.284,False
75,268.95,1,10,14.446464646464648,False
479,326.14,2,10,15.866037735849057,False
359,286.55,1,10,14.508333333333333,False
251,245.02,5,10,15.51564245810056,False
120,278.05,2,10,15.500558659217877,False
311,276.33,5,10,14.837777777777779,False
300,285.31,5,10,14.67156862745098,False
256,338.67,1,10,14.992682926829268,False
355,302.49,5,10,14.901913875598087,False
400,301.57,4,10,13.924537037037036,False
226,296.7,5,10,14.067032967032967,False
354,271.77,2,10,14.21957671957672,False
235,343.42,2,10,15.850467289719626,False
383,301.47,1,10,15.491414141414142,False
275,310.98,4,10,13.128909952606634,False
37,295.45,5,10,14.580208333333333,False
197,305.56,2,10,15.152912621359222,False
140,270.14,3,10,13.597297297297297,False
365,254.92000000000002,3,10,14.458888888888888,False
245,304.57,5,10,13.84739336492891,False
440,312.67,3,10,14.062189054726367,False
287,252.75,2,10,15.317894736842106,False
60,301.14,5,10,17.050485436893204,False
112,295.01,2,10,15.843455497382198,False
90,239.84,1,10,16.410843373493975,False
437,296.88,1,10,15.546236559139784,False
7,312.81,3,10,16.121800947867296,False
361,264.24,5,10,15.997837837837837,False
347,238.76,3,10,13.527388535031848,False
339,309.98,1,10,15.672906403940885,False
159,281.59,3,10,14.690395480225988,False
151,358.71,4,10,14.286697247706423,False
178,327.91,2,10,15.596713615023473,False
394,318.64,1,10,14.840444444444444,False
185,251.22,1,10,15.395375722543353,False
450,301.52,3,10,14.422680412371134,False
11,244.4,4,10,14.213333333333335,False
381,258.76,5,10,16.534871794871794,False
104,298.84,3,10,15.628124999999999,False
82,323.05,3,10,14.961538461538462,False
39,284.63,3,10,14.26271186440678,False
315,314.87,1,10,14.09626168224299,False
168,287.21,4,10,15.119387755102041,False
470,304.8,3,10,15.263366336633663,False
297,297.95,2,10,14.302732240437159,False
475,336.96,5,10,15.139150943396226,False
199,317.17,3,10,14.683255813953489,False
298,296.26,3,10,15.077403846153846,False
417,268.53,1,10,14.157668711656441,False
147,311.2,2,10,15.99,False
393,280.86,5,10,15.32865168539326,False
148,286.1,2,10,15.214356435643566,False
448,267.29,2,10,15.839790575916231,False
288,289.55,2,10,15.370935960591133,False
124,279.86,4,10,13.440201005025125,False
369,350.4,2,10,15.165610859728506,False
97,308.81,4,10,15.397115384615384,False
144,322.23,4,10,14.721393034825871,False
240,293.93,5,10,16.542857142857144,False
443,305.06,5,10,13.971980676328501,False
98,291.4,3,10,15.171291866028708,False
408,311.41,5,10,13.275647668393782,False
123,294.87,5,10,13.582178217821781,False
184,288.77,2,10,14.524757281553397,False
203,325.5,5,10,16.496482412060303,False
247,288.38,1,10,15.239800995024874,False
306,336.61,2,10,14.65294117647059,False
299,297.12,1,10,14.221827411167512,False
352,338.25,3,10,15.961682242990655,False
387,331.1,5,10,15.624882629107981,False
396,274.55,5,10,14.495897435897435,False
285,285.96,2,10,15.073076923076924,False
126,300.77,2,10,13.6,False
303,305.81,4,10,15.55,False
224,298.24,2,10,14.73069306930693,False
419,285.25,3,10,16.631351351351352,False
220,245.97,2,10,15.644318181818182,False
130,300.01,3,10,14.804232804232804,False
421,305.04,3,10,16.7765,False
290,372.72,2,10,15.841630901287553,False
445,305.82,1,10,15.927184466019417,False
377,308.17,1,10,13.922330097087379,False
292,223.64000000000001,1,10,14.818285714285713,False
356,272.43,1,10,15.213440860215053,False
295,283.48,2,10,15.746938775510204,False
397,288.13,1,10,16.00802139037433,False
341,337.5,3,10,12.758558558558558,False
113,325.06,5,10,15.88980582524272,False
180,319.45,1,10,14.266990291262136,False
308,315.44,2,10,15.222535211267607,False
433,322.29,5,10,14.528095238095238,False
488,277.4,4,10,15.923076923076923,False
482,313.93,5,10,14.016097560975611,False
423,375.8,2,10,15.82,False
234,286.57,5,10,16.224742268041236,False
312,252.38,4,10,14.071739130434782,False
165,239.02,3,10,15.076744186046511,False
137,306.58,3,10,13.4,False
198,250.44,1,10,14.179651162790698,False
259,302.14,5,10,15.665686274509804,False
233,262.72,1,10,14.377348066298344,False
116,283.45,2,10,15.39095744680851,False
121,319.83,3,10,15.234517766497461,False
350,274.16,5,10,14.516062176165804,False
225,325.4,4,10,14.597101449275362,False
403,299.97,1,10,13.905970149253731,False
398,279.96,2,10,15.818279569892471,False
128,300.26,4,10,15.198104265402845,False
286,308.71,5,10,14.975714285714286,False
412,334.09,4,10,15.149289099526067,False
108,291.94,1,10,16.489637305699482,False
371,312.18,1,10,15.885858585858585,False
326,315.31,2,10,13.480188679245284,False
134,290.24,1,10,16.2031914893617,False
453,265.93,5,10,13.636686390532544,False
45,353.58,1,10,17.028110599078342,False
461,278.59,4,10,16.39512195121951,False
66,296.63,4,10,14.12807881773399,False
284,312.59,5,10,14.36788990825688,False
86,308.43,5,10,17.384821428571428,False
243,277.71999999999997,5,10,13.822842639593908,False
187,319.56,3,10,15.681105990783411,False
384,264.65,5,10,13.947619047619048,False
160,292.81,3,10,15.1575,False
13,314.83,5,10,15.084924623115578,False
36,269.09,1,10,13.951832460732986,False
29,278.67,4,10,17.0994708994709,False
171,272.3,1,10,13.957954545454545,False
143,375.3,3,10,14.984513274336283,False
399,292.71,3,10,15.678125,False
343,289.44,4,10,15.490217391304347,False
222,312.24,4,10,14.654460093896715,False
96,280.6,2,10,14.302673796791444,False
52,301.9,3,10,13.95962441314554,False
241,283.03,2,10,13.766315789473683,False
485,328.72,1,10,15.947511312217195,False
379,369.95,5,10,14.385398230088494,False
179,336.07,1,10,15.257345971563982,False
42,283.32,3,10,15.615270935960591,False
499,317.23,3,10,15.311904761904762,False
422,305.71999999999997,1,10,16.29378238341969,False
207,269.46,2,10,14.190760869565217,False
283,266.4,4,10,14.429834254143648,False
255,281.37,5,10,15.948979591836734,False
413,347.76,1,10,15.168949771689498,False
5,297.07,1,10,13.954106280193237,False
257,326.6,4,10,15.65625,False
449,302.86,2,10,14.88019801980198,False
101,277.44,5,10,14.727083333333333,False
227,288.43,5,10,14.65979381443299,False
430,314.11,1,10,14.760098522167489,False
214,255.53,2,10,14.967567567567567,False
172,281.72,2,10,14.45076923076923,False
99,300.92,1,10,15.262702702702702,False
293,278.44,5,10,15.65111111111111,False
216,317.14,4,10,15.684771573604062,False
62,294.38,1,10,14.210526315789474,False
48,327.29,1,10,14.68578431372549,False
33,250.88,4,10,15.337777777777779,False
268,322.86,2,10,15.908121827411168,False
328,263.95,1,10,16.98031914893617,False
201,332.07,1,10,16.500454545454545,False
447,307.12,2,10,15.033838383838383,False
28,266.03,5,10,14.0625,False
425,372.84,2,10,14.222608695652173,False
231,275.47,1,10,13.925628140703516,False
261,353.61,3,10,15.46137339055794,False
289,323.2,5,10,14.18142857142857,False
163,347.73,2,10,16.05135135135135,False
426,288.37,3,10,14.807329842931937,False
139,293.61,2,10,15.845544554455447,False
63,272.63,3,10,15.630456852791877,False
136,316.45,1,10,13.41542288557214,False
129,301.52,5,10,13.44264705882353,False
477,252.99,3,10,14.043820224719102,False
9,310.69,5,10,13.649999999999999,False
327,353.72,3,10,13.745569620253164,False
464,254.21,3,10,13.172307692307692,False
65,317.35,3,10,16.089320388349513,False
301,266.96,3,10,14.309659090909092,False
15,283.85,5,10,14.525842696629214,False
157,273.11,1,10,13.882065217391306,False
41,307.47,3,10,14.987562189054726,False
380,248.18,1,10,17.203208556149733,False
469,294.42,3,10,15.22910052910053,False
404,276.16,1,10,15.003389830508475,False
217,346.35,1,10,14.36111111111111,False
280,303.42,3,10,16.025592417061613,False
435,298.24,4,10,15.218721461187215,False
431,287.96999999999997,3,10,15.43451776649746,False
338,282.08,5,10,14.97005347593583,False
237,295.0,1,10,14.86338028169014,False
208,282.96,3,10,15.916666666666666,False
213,318.6,1,10,14.490821256038647,False
296,291.33,3,10,14.253960396039606,False
458,283.32,1,10,14.3921875,False
252,272.47,3,10,15.135326086956523,False
489,313.74,1,10,15.533333333333333,False
487,312.67,5,10,12.645365853658538,False
304,281.09,3,10,14.532460732984292,False
351,297.33,4,10,16.7,False
270,303.45,2,10,14.232692307692307,False
202,251.03,2,10,14.24157894736842,False
162,296.87,1,10,13.993532338308457,False
44,272.21,1,10,13.875520833333333,False
218,301.79,4,10,14.65609756097561,False
402,309.37,1,10,14.651832460732985,False
191,281.82,1,10,15.987765957446808,False
310,311.28,5,10,16.42112676056338,False
260,352.41,5,10,16.542727272727273,False
106,287.7,2,10,15.373039215686275,False
54,290.6,4,10,15.132994923857867,False
390,298.14,4,10,16.39154929577465,False
2,311.52,3,10,15.357894736842105,False
442,298.69,5,10,15.53970588235294,False
483,319.48,5,10,15.830622009569378,False
50,320.82,1,10,13.56281407035176,False
420,312.8,1,10,13.931400966183576,False
81,288.69,3,10,14.630582524271846,False
206,320.83,1,10,13.774038461538462,False
35,314.41,4,10,14.952879581151832,False
264,327.56,5,10,14.35175879396985,False
428,301.27,2,10,14.097607655502392,False
367,281.68,4,10,12.742541436464089,False
92,317.56,3,10,14.396517412935323,False
340,275.01,1,10,15.991256830601094,False
474,283.44,4,10,15.228205128205127,False
53,257.83,1,10,13.157386363636363,False
346,280.89,5,10,14.977659574468086,False
265,261.02,5,10,15.001063829787233,False
242,265.57,4,10,14.910526315789474,False
14,282.05,1,10,13.185641025641024,False
316,286.92,4,10,14.157920792079208,False
89,270.44,5,10,15.491764705882352,False
388,321.28,2,10,15.782914572864323,False
274,329.76,2,10,16.329145728643216,False
167,300.96999999999997,5,10,14.806598984771574,False
329,328.73,1,10,14.844907407407407,False
493,298.54,3,10,15.771502590673576,False
135,247.9,4,10,13.868333333333334,False
307,289.26,5,10,13.673232323232325,False
481,341.41,2,10,15.661428571428571,False
320,287.47,3,10,17.7921568627451,False
244,264.71,5,10,15.77,False
55,296.55,4,10,15.473366834170854,False
364,269.86,2,10,14.719075144508672,False
51,307.74,3,10,15.565217391304348,False
457,300.17,4,10,14.041968911917097,False
175,270.51,4,10,13.672625698324023,False
446,310.98,4,10,14.690865384615384,False
190,293.87,3,10,16.01866028708134,False
497,340.5,5,10,14.775675675675675,False
188,329.62,5,10,15.492964824120602,False
170,340.96,5,10,15.374509803921569,False
59,297.25,5,10,14.2585,False
49,297.86,2,10,14.353403141361257,False
345,353.11,1,10,15.672645739910314,False
236,357.42,3,10,14.341176470588236,False
253,258.46,1,10,15.783157894736844,False
22,303.5,1,10,16.71014492753623,False
314,273.24,4,10,14.305405405405406,False
460,309.14,5,10,15.585999999999999,False
161,348.5,2,10,14.307441860465115,False
277,302.55,4,10,17.13641304347826,False
444,276.93,5,10,14.891666666666666,False
192,296.83,3,10,15.726237623762376,False
386,297.01,2,10,13.758620689655173,False
294,304.44,3,10,15.378260869565219,False
414,310.01,2,10,16.331500000000002,False
344,303.9,2,10,15.781218274111676,False
258,286.41,1,10,14.8735,False
309,251.42000000000002,2,10,12.980606060606062,False
150,341.89,5,10,14.63425925925926,False
131,317.64,4,10,14.6725,False
152,351.59,5,10,13.561214953271028,False
360,321.47,2,10,16.240277777777777,False
100,312.26,2,10,14.285365853658536,False
373,352.11,2,10,15.694690265486726,False
88,307.46,4,10,15.518691588785046,False
459,262.04,4,10,17.027513227513225,False
331,309.94,2,10,15.402898550724638,False
215,272.52,5,10,14.91958762886598,False
467,287.15999999999997,2,10,15.3,False
122,322.66,5,10,15.023766816143498,False
500,275.71999999999997,4,10,13.653254437869823,False
21,300.53,5,10,15.157075471698114,False
189,291.16,3,10,14.617821782178218,False
72,288.52,3,10,17.954143646408838,False
107,261.67,4,10,15.069430051813471,False
271,313.02,5,10,14.926570048309179,False
349,293.21999999999997,5,10,16.0385,False
436,310.65,5,10,16.473039215686274,False
103,356.44,5,10,15.703004291845494,False
